uid,nom,demandeur,organe,organeReuniRef,participants,cr
RUANR5L16S2022IDC445419,,,,PO419610,,
RUANR5L15A2022IDF0161894,Mme Annie Vidal,PA722102,,,,
RUANR5L15A2022IDF0161777,M. Bruno Millienne,PA721976,,,,
RUANR5L16S2023IDC448169,,,,PO806169,,
RUANR5L15A2022IDF0161703,Mme Eléonore Caroit,PA795330,,,,
RUANR5L16S2023IDC446758,,,,PO804929,,
RUANR5L16S2023IDC448399,,,,PO59048,"[{'acteurRef': 'PA793432', 'presence': 'absent'}, {'acteurRef': 'PA795950', 'presence': 'absent'}, {'acteurRef': 'PA795454', 'presence': 'absent'}, {'acteurRef': 'PA721410', 'presence': 'absent'}, {'acteurRef': 'PA794094', 'presence': 'absent'}, {'acteurRef': 'PA718838', 'presence': 'absent'}, {'acteurRef': 'PA793624', 'presence': 'absent'}, {'acteurRef': 'PA795836', 'presence': 'absent'}, {'acteurRef': 'PA719138', 'presence': 'absent'}, {'acteurRef': 'PA719472', 'presence': 'présent'}, {'acteurRef': 'PA795580', 'presence': 'absent'}, {'acteurRef': 'PA721202', 'presence': 'présent'}, {'acteurRef': 'PA720932', 'presence': 'absent'}, {'acteurRef': 'PA332523', 'presence': 'absent'}, {'acteurRef': 'PA793166', 'presence': 'absent'}, {'acteurRef': 'PA720386', 'presence': 'présent'}, {'acteurRef': 'PA722382', 'presence': 'absent'}, {'acteurRef': 'PA795200', 'presence': 'absent'}, {'acteurRef': 'PA643175', 'presence': 'absent'}, {'acteurRef': 'PA607193', 'presence': 'absent'}, {'acteurRef': 'PA795120', 'presence': 'excusé'}, {'acteurRef': 'PA720006', 'presence': 'présent'}, {'acteurRef': 'PA794470', 'presence': 'absent'}, {'acteurRef': 'PA267336', 'presence': 'excusé'}, {'acteurRef': 'PA720560', 'presence': 'absent'}, {'acteurRef': 'PA795934', 'presence': 'absent'}, {'acteurRef': 'PA794478', 'presence': 'absent'}, {'acteurRef': 'PA783457', 'presence': 'absent'}, {'acteurRef': 'PA722054', 'presence': 'absent'}, {'acteurRef': 'PA608416', 'presence': 'absent'}, {'acteurRef': 'PA721150', 'presence': 'absent'}, {'acteurRef': 'PA719778', 'presence': 'présent'}, {'acteurRef': 'PA719798', 'presence': 'présent'}, {'acteurRef': 'PA794450', 'presence': 'absent'}, {'acteurRef': 'PA718978', 'presence': 'présent'}, {'acteurRef': 'PA720022', 'presence': 'absent'}, {'acteurRef': 'PA1874', 'presence': 'absent'}, {'acteurRef': 'PA345722', 'presence': 'absent'}, {'acteurRef': 'PA774962', 'presence': 'excusé'}, {'acteurRef': 'PA795374', 'presence': 'présent'}, {'acteurRef': 'PA794402', 'presence': 'absent'}, {'acteurRef': 'PA795386', 'presence': 'présent'}, {'acteurRef': 'PA721632', 'presence': 'absent'}, {'acteurRef': 'PA774958', 'presence': 'absent'}, {'acteurRef': 'PA795974', 'presence': 'absent'}, {'acteurRef': 'PA608016', 'presence': 'absent'}, {'acteurRef': 'PA720230', 'presence': 'absent'}, {'acteurRef': 'PA720146', 'presence': 'présent'}, {'acteurRef': 'PA793330', 'presence': 'absent'}, {'acteurRef': 'PA720728', 'presence': 'excusé'}, {'acteurRef': 'PA795422', 'presence': 'absent'}, {'acteurRef': 'PA793616', 'presence': 'présent'}, {'acteurRef': 'PA794686', 'presence': 'absent'}, {'acteurRef': 'PA794878', 'presence': 'absent'}, {'acteurRef': 'PA721486', 'presence': 'absent'}, {'acteurRef': 'PA610654', 'presence': 'absent'}, {'acteurRef': 'PA794314', 'presence': 'absent'}, {'acteurRef': 'PA608172', 'presence': 'absent'}, {'acteurRef': 'PA793572', 'presence': 'absent'}, {'acteurRef': 'PA793664', 'presence': 'absent'}, {'acteurRef': 'PA721678', 'presence': 'absent'}, {'acteurRef': 'PA793884', 'presence': 'absent'}, {'acteurRef': 'PA721458', 'presence': 'absent'}, {'acteurRef': 'PA794570', 'presence': 'absent'}, {'acteurRef': 'PA793724', 'presence': 'présent'}, {'acteurRef': 'PA794954', 'presence': 'absent'}, {'acteurRef': 'PA605745', 'presence': 'présent'}, {'acteurRef': 'PA610002', 'presence': 'absent'}, {'acteurRef': 'PA796050', 'presence': 'absent'}, {'acteurRef': 'PA794802', 'presence': 'absent'}, {'acteurRef': 'PA795778', 'presence': 'absent'}, {'acteurRef': 'PA794650', 'presence': 'absent'}, {'acteurRef': 'PA607395', 'presence': 'absent'}]",CRCANR5L16S2023PO59048N082
RUANR5L16S2023IDC447365,,,,PO805587,,
RUANR5L16S2022IDC445385,,,,PO59048,,
RUANR5L16S2022IDC445528,,,,PO803099,,
RUANR5L16S2023IDC446316,,,,PO419604,"[{'acteurRef': 'PA794138', 'presence': 'présent'}, {'acteurRef': 'PA719318', 'presence': 'présent'}, {'acteurRef': 'PA795084', 'presence': 'présent'}, {'acteurRef': 'PA794562', 'presence': 'présent'}, {'acteurRef': 'PA720256', 'presence': 'présent'}, {'acteurRef': 'PA794214', 'presence': 'présent'}, {'acteurRef': 'PA720362', 'presence': 'absent'}, {'acteurRef': 'PA795278', 'presence': 'présent'}, {'acteurRef': 'PA722046', 'presence': 'excusé'}, {'acteurRef': 'PA719488', 'presence': 'présent'}, {'acteurRef': 'PA720822', 'presence': 'présent'}, {'acteurRef': 'PA794886', 'presence': 'présent'}, {'acteurRef': 'PA794938', 'presence': 'présent'}, {'acteurRef': 'PA720838', 'presence': 'présent'}, {'acteurRef': 'PA795318', 'presence': 'présent'}, {'acteurRef': 'PA721328', 'presence': 'présent'}, {'acteurRef': 'PA795762', 'presence': 'absent'}, {'acteurRef': 'PA721750', 'presence': 'présent'}, {'acteurRef': 'PA795266', 'presence': 'présent'}, {'acteurRef': 'PA794198', 'presence': 'présent'}, {'acteurRef': 'PA719814', 'presence': 'présent'}, {'acteurRef': 'PA719286', 'presence': 'absent'}, {'acteurRef': 'PA721210', 'presence': 'présent'}, {'acteurRef': 'PA793716', 'presence': 'présent'}, {'acteurRef': 'PA793452', 'presence': 'présent'}, {'acteurRef': 'PA793476', 'presence': 'présent'}, {'acteurRef': 'PA794854', 'presence': 'présent'}, {'acteurRef': 'PA793792', 'presence': 'présent'}, {'acteurRef': 'PA794658', 'presence': 'présent'}, {'acteurRef': 'PA795604', 'presence': 'présent'}, {'acteurRef': 'PA267324', 'presence': 'présent'}, {'acteurRef': 'PA605991', 'presence': 'présent'}, {'acteurRef': 'PA719108', 'presence': 'excusé'}, {'acteurRef': 'PA795258', 'presence': 'présent'}, {'acteurRef': 'PA722070', 'presence': 'absent'}, {'acteurRef': 'PA345722', 'presence': 'présent'}, {'acteurRef': 'PA719006', 'presence': 'présent'}, {'acteurRef': 'PA795298', 'presence': 'excusé'}, {'acteurRef': 'PA791824', 'presence': 'présent'}, {'acteurRef': 'PA795244', 'presence': 'excusé'}, {'acteurRef': 'PA793672', 'presence': 'présent'}, {'acteurRef': 'PA721932', 'presence': 'absent'}, {'acteurRef': 'PA794590', 'presence': 'présent'}, {'acteurRef': 'PA796010', 'presence': 'excusé'}, {'acteurRef': 'PA794206', 'presence': 'présent'}, {'acteurRef': 'PA677483', 'presence': 'présent'}, {'acteurRef': 'PA719338', 'presence': 'excusé'}, {'acteurRef': 'PA793354', 'presence': 'présent'}, {'acteurRef': 'PA719640', 'presence': 'présent'}, {'acteurRef': 'PA719272', 'presence': 'présent'}, {'acteurRef': 'PA720630', 'presence': 'présent'}, {'acteurRef': 'PA795552', 'presence': 'présent'}, {'acteurRef': 'PA795722', 'presence': 'absent'}, {'acteurRef': 'PA794670', 'presence': 'présent'}, {'acteurRef': 'PA795794', 'presence': 'présent'}, {'acteurRef': 'PA793398', 'presence': 'présent'}, {'acteurRef': 'PA795926', 'presence': 'présent'}, {'acteurRef': 'PA795406', 'presence': 'présent'}, {'acteurRef': 'PA721270', 'presence': 'absent'}, {'acteurRef': 'PA721844', 'presence': 'présent'}, {'acteurRef': 'PA793656', 'presence': 'présent'}, {'acteurRef': 'PA794994', 'presence': 'présent'}, {'acteurRef': 'PA793230', 'presence': 'présent'}, {'acteurRef': 'PA720552', 'presence': 'présent'}, {'acteurRef': 'PA794154', 'presence': 'présent'}, {'acteurRef': 'PA720900', 'presence': 'présent'}, {'acteurRef': 'PA721426', 'presence': 'excusé'}, {'acteurRef': 'PA722252', 'presence': 'absent'}, {'acteurRef': 'PA342196', 'presence': 'présent'}, {'acteurRef': 'PA794410', 'presence': 'présent'}, {'acteurRef': 'PA720190', 'presence': 'présent'}, {'acteurRef': 'PA794486', 'presence': 'présent'}, {'acteurRef': 'PA736201', 'presence': 'présent'}, {'acteurRef': 'PA719930', 'presence': 'excusé'}, {'acteurRef': 'PA795596', 'presence': 'présent'}, {'acteurRef': 'PA793110', 'presence': 'présent'}]",CRCANR5L16S2023PO419604N016
RUANR5L15A2022IDF0161282,M. Florent Boudié,PA606507,,,,
RUANR5L15A2022IDF0161613,M. Yannick Chenevard,PA795908,,,,
RUANR5L16S2023IDS27398,,,,PO791932,,
RUANR5L16S2023IDC448695,,,,PO59048,"[{'acteurRef': 'PA793432', 'presence': 'absent'}, {'acteurRef': 'PA795950', 'presence': 'présent'}, {'acteurRef': 'PA793780', 'presence': 'absent'}, {'acteurRef': 'PA643143', 'presence': 'présent'}, {'acteurRef': 'PA795454', 'presence': 'présent'}, {'acteurRef': 'PA793444', 'presence': 'présent'}, {'acteurRef': 'PA721410', 'presence': 'présent'}, {'acteurRef': 'PA794094', 'presence': 'présent'}, {'acteurRef': 'PA718838', 'presence': 'présent'}, {'acteurRef': 'PA793624', 'presence': 'absent'}, {'acteurRef': 'PA795836', 'presence': 'absent'}, {'acteurRef': 'PA719138', 'presence': 'absent'}, {'acteurRef': 'PA793940', 'presence': 'présent'}, {'acteurRef': 'PA719472', 'presence': 'présent'}, {'acteurRef': 'PA795580', 'presence': 'absent'}, {'acteurRef': 'PA721202', 'presence': 'présent'}, {'acteurRef': 'PA722390', 'presence': 'présent'}, {'acteurRef': 'PA942', 'presence': 'absent'}, {'acteurRef': 'PA332523', 'presence': 'présent'}, {'acteurRef': 'PA793166', 'presence': 'présent'}, {'acteurRef': 'PA720386', 'presence': 'présent'}, {'acteurRef': 'PA722382', 'presence': 'présent'}, {'acteurRef': 'PA720154', 'presence': 'présent'}, {'acteurRef': 'PA795200', 'presence': 'excusé'}, {'acteurRef': 'PA721094', 'presence': 'présent'}, {'acteurRef': 'PA643175', 'presence': 'présent'}, {'acteurRef': 'PA607193', 'presence': 'présent'}, {'acteurRef': 'PA796070', 'presence': 'présent'}, {'acteurRef': 'PA720006', 'presence': 'présent'}, {'acteurRef': 'PA794470', 'presence': 'présent'}, {'acteurRef': 'PA720560', 'presence': 'présent'}, {'acteurRef': 'PA794478', 'presence': 'absent'}, {'acteurRef': 'PA783457', 'presence': 'absent'}, {'acteurRef': 'PA722054', 'presence': 'absent'}, {'acteurRef': 'PA608416', 'presence': 'présent'}, {'acteurRef': 'PA721150', 'presence': 'présent'}, {'acteurRef': 'PA719778', 'presence': 'présent'}, {'acteurRef': 'PA719798', 'presence': 'présent'}, {'acteurRef': 'PA794450', 'presence': 'présent'}, {'acteurRef': 'PA718978', 'presence': 'présent'}, {'acteurRef': 'PA720022', 'presence': 'présent'}, {'acteurRef': 'PA1874', 'presence': 'absent'}, {'acteurRef': 'PA345722', 'presence': 'présent'}, {'acteurRef': 'PA795746', 'presence': 'présent'}, {'acteurRef': 'PA774962', 'presence': 'excusé'}, {'acteurRef': 'PA795374', 'presence': 'présent'}, {'acteurRef': 'PA794402', 'presence': 'présent'}, {'acteurRef': 'PA795386', 'presence': 'présent'}, {'acteurRef': 'PA793290', 'presence': 'absent'}, {'acteurRef': 'PA721632', 'presence': 'présent'}, {'acteurRef': 'PA795244', 'presence': 'présent'}, {'acteurRef': 'PA795974', 'presence': 'présent'}, {'acteurRef': 'PA608016', 'presence': 'présent'}, {'acteurRef': 'PA720230', 'presence': 'présent'}, {'acteurRef': 'PA794974', 'presence': 'présent'}, {'acteurRef': 'PA720146', 'presence': 'présent'}, {'acteurRef': 'PA793330', 'presence': 'présent'}, {'acteurRef': 'PA720728', 'presence': 'excusé'}, {'acteurRef': 'PA795422', 'presence': 'présent'}, {'acteurRef': 'PA793616', 'presence': 'absent'}, {'acteurRef': 'PA794686', 'presence': 'présent'}, {'acteurRef': 'PA794878', 'presence': 'présent'}, {'acteurRef': 'PA794314', 'presence': 'présent'}, {'acteurRef': 'PA793708', 'presence': 'absent'}, {'acteurRef': 'PA608172', 'presence': 'absent'}, {'acteurRef': 'PA793572', 'presence': 'absent'}, {'acteurRef': 'PA720092', 'presence': 'absent'}, {'acteurRef': 'PA721678', 'presence': 'présent'}, {'acteurRef': 'PA793884', 'presence': 'absent'}, {'acteurRef': 'PA722142', 'presence': 'présent'}, {'acteurRef': 'PA794570', 'presence': 'présent'}, {'acteurRef': 'PA793724', 'presence': 'présent'}, {'acteurRef': 'PA794954', 'presence': 'absent'}, {'acteurRef': 'PA605745', 'presence': 'absent'}, {'acteurRef': 'PA757225', 'presence': 'présent'}, {'acteurRef': 'PA794802', 'presence': 'présent'}, {'acteurRef': 'PA795778', 'presence': 'absent'}, {'acteurRef': 'PA794650', 'presence': 'excusé'}, {'acteurRef': 'PA643134', 'presence': 'présent'}]",
RUANR5L16S2022IDC445479,,,,PO419865,"[{'acteurRef': 'PA722038', 'presence': 'absent'}, {'acteurRef': 'PA793992', 'presence': 'absent'}, {'acteurRef': 'PA794906', 'presence': 'excusé'}, {'acteurRef': 'PA795144', 'presence': 'présent'}, {'acteurRef': 'PA793238', 'presence': 'absent'}, {'acteurRef': 'PA721046', 'presence': 'excusé'}, {'acteurRef': 'PA795362', 'presence': 'présent'}, {'acteurRef': 'PA720668', 'presence': 'absent'}, {'acteurRef': 'PA266793', 'presence': 'absent'}, {'acteurRef': 'PA793182', 'presence': 'présent'}, {'acteurRef': 'PA718710', 'presence': 'excusé'}, {'acteurRef': 'PA267766', 'presence': 'présent'}, {'acteurRef': 'PA605069', 'presence': 'absent'}, {'acteurRef': 'PA794330', 'presence': 'présent'}, {'acteurRef': 'PA719890', 'presence': 'présent'}, {'acteurRef': 'PA722000', 'presence': 'présent'}, {'acteurRef': 'PA796090', 'presence': 'absent'}, {'acteurRef': 'PA793912', 'presence': 'présent'}, {'acteurRef': 'PA795868', 'presence': 'excusé'}, {'acteurRef': 'PA719922', 'presence': 'présent'}, {'acteurRef': 'PA795864', 'presence': 'présent'}, {'acteurRef': 'PA267429', 'presence': 'présent'}, {'acteurRef': 'PA719118', 'presence': 'absent'}, {'acteurRef': 'PA793520', 'presence': 'présent'}, {'acteurRef': 'PA794222', 'presence': 'présent'}, {'acteurRef': 'PA793680', 'presence': 'présent'}, {'acteurRef': 'PA795644', 'presence': 'présent'}, {'acteurRef': 'PA794510', 'presence': 'présent'}, {'acteurRef': 'PA795430', 'presence': 'présent'}, {'acteurRef': 'PA330909', 'presence': 'présent'}, {'acteurRef': 'PA793146', 'presence': 'excusé'}, {'acteurRef': 'PA794870', 'presence': 'présent'}, {'acteurRef': 'PA722366', 'presence': 'présent'}, {'acteurRef': 'PA795310', 'presence': 'excusé'}, {'acteurRef': 'PA720174', 'presence': 'présent'}, {'acteurRef': 'PA643192', 'presence': 'présent'}, {'acteurRef': 'PA720764', 'presence': 'absent'}, {'acteurRef': 'PA719412', 'presence': 'absent'}, {'acteurRef': 'PA774958', 'presence': 'présent'}, {'acteurRef': 'PA795216', 'presence': 'présent'}, {'acteurRef': 'PA719718', 'presence': 'absent'}, {'acteurRef': 'PA346054', 'presence': 'absent'}, {'acteurRef': 'PA793314', 'presence': 'présent'}, {'acteurRef': 'PA795482', 'presence': 'absent'}, {'acteurRef': 'PA793852', 'presence': 'absent'}, {'acteurRef': 'PA719882', 'presence': 'absent'}, {'acteurRef': 'PA721976', 'presence': 'présent'}, {'acteurRef': 'PA795820', 'presence': 'excusé'}, {'acteurRef': 'PA794830', 'presence': 'excusé'}, {'acteurRef': 'PA720334', 'presence': 'présent'}, {'acteurRef': 'PA719632', 'presence': 'absent'}, {'acteurRef': 'PA794314', 'presence': 'excusé'}, {'acteurRef': 'PA721442', 'presence': 'présent'}, {'acteurRef': 'PA344201', 'presence': 'absent'}, {'acteurRef': 'PA718910', 'presence': 'présent'}, {'acteurRef': 'PA793664', 'presence': 'présent'}, {'acteurRef': 'PA719578', 'presence': 'présent'}, {'acteurRef': 'PA720092', 'presence': 'absent'}, {'acteurRef': 'PA793094', 'presence': 'absent'}, {'acteurRef': 'PA794626', 'presence': 'présent'}, {'acteurRef': 'PA793744', 'presence': 'excusé'}, {'acteurRef': 'PA793382', 'presence': 'présent'}, {'acteurRef': 'PA794178', 'presence': 'présent'}, {'acteurRef': 'PA793796', 'presence': 'excusé'}, {'acteurRef': 'PA722336', 'presence': 'présent'}, {'acteurRef': 'PA793948', 'presence': 'présent'}, {'acteurRef': 'PA720014', 'presence': 'présent'}, {'acteurRef': 'PA721482', 'presence': 'présent'}, {'acteurRef': 'PA720586', 'presence': 'absent'}, {'acteurRef': 'PA794118', 'presence': 'absent'}, {'acteurRef': 'PA794946', 'presence': 'absent'}, {'acteurRef': 'PA795026', 'presence': 'présent'}, {'acteurRef': 'PA722110', 'presence': 'présent'}, {'acteurRef': 'PA718962', 'presence': 'présent'}]",CRCANR5L16S2022PO419865N010
RUANR5L16S2023IDC448446,,,,PO821566,,
RUANR5L16S2023IDFL447794,,,,PO810688,,
RUANR5L16S2022IDC445367,,,,PO419610,,CRCANR5L16S2022PO419610N006
RUANR5L15A2022IDF0161481,Mme Aurore Bergé,PA722046,,,,
RUANR5L16S2023IDC445927,,,,PO804929,,
RUANR5L16S2023IDC447412,,,,PO805243,"[{'acteurRef': 'PA793992', 'presence': 'présent'}, {'acteurRef': 'PA795144', 'presence': 'absent'}, {'acteurRef': 'PA793560', 'presence': 'absent'}, {'acteurRef': 'PA342415', 'presence': 'présent'}, {'acteurRef': 'PA309643', 'presence': 'excusé'}, {'acteurRef': 'PA793772', 'presence': 'présent'}, {'acteurRef': 'PA720162', 'presence': 'présent'}, {'acteurRef': 'PA795990', 'presence': 'présent'}, {'acteurRef': 'PA719890', 'presence': 'absent'}, {'acteurRef': 'PA791812', 'presence': 'absent'}, {'acteurRef': 'PA794222', 'presence': 'présent'}, {'acteurRef': 'PA330909', 'presence': 'présent'}, {'acteurRef': 'PA793476', 'presence': 'présent'}, {'acteurRef': 'PA795200', 'presence': 'absent'}, {'acteurRef': 'PA793246', 'presence': 'absent'}, {'acteurRef': 'PA718674', 'presence': 'présent'}, {'acteurRef': 'PA722202', 'presence': 'absent'}, {'acteurRef': 'PA794146', 'presence': 'présent'}, {'acteurRef': 'PA795516', 'presence': 'présent'}, {'acteurRef': 'PA794590', 'presence': 'présent'}, {'acteurRef': 'PA677483', 'presence': 'présent'}, {'acteurRef': 'PA719436', 'presence': 'absent'}, {'acteurRef': 'PA719882', 'presence': 'présent'}, {'acteurRef': 'PA721976', 'presence': 'présent'}, {'acteurRef': 'PA607619', 'presence': 'absent'}, {'acteurRef': 'PA721916', 'presence': 'présent'}, {'acteurRef': 'PA609590', 'presence': 'excusé'}, {'acteurRef': 'PA795528', 'presence': 'absent'}, {'acteurRef': 'PA721314', 'presence': 'présent'}, {'acteurRef': 'PA795778', 'presence': 'présent'}, {'acteurRef': 'PA793194', 'presence': 'présent'}]",CRCANR5L16S2023PO805243N053
RUANR5L16S2023IDC446622,,,,PO804936,,
RUANR5L15A2022IDF0161955,M. Andy Kerbrat,PA794130,,,,
RUANR5L15A2022IDF0161450,Mme Aurore Bergé,PA722046,,,,
RUANR5L16S2022IDC445676,,,,PO758996,,
RUANR5L16S2022IDC445621,,,,PO420120,"[{'acteurRef': 'PA605963', 'presence': 'présent'}, {'acteurRef': 'PA794138', 'presence': 'présent'}, {'acteurRef': 'PA795588', 'presence': 'présent'}, {'acteurRef': 'PA796118', 'presence': 'présent'}, {'acteurRef': 'PA642764', 'presence': 'absent'}, {'acteurRef': 'PA642847', 'presence': 'présent'}, {'acteurRef': 'PA793158', 'presence': 'absent'}, {'acteurRef': 'PA794434', 'presence': 'absent'}, {'acteurRef': 'PA721828', 'presence': 'présent'}, {'acteurRef': 'PA795762', 'presence': 'excusé'}, {'acteurRef': 'PA794638', 'presence': 'présent'}, {'acteurRef': 'PA642868', 'presence': 'présent'}, {'acteurRef': 'PA793736', 'presence': 'présent'}, {'acteurRef': 'PA719286', 'presence': 'présent'}, {'acteurRef': 'PA722390', 'presence': 'présent'}, {'acteurRef': 'PA793876', 'presence': 'absent'}, {'acteurRef': 'PA793394', 'presence': 'présent'}, {'acteurRef': 'PA793464', 'presence': 'absent'}, {'acteurRef': 'PA718926', 'presence': 'présent'}, {'acteurRef': 'PA794762', 'presence': 'présent'}, {'acteurRef': 'PA720154', 'presence': 'présent'}, {'acteurRef': 'PA795844', 'presence': 'absent'}, {'acteurRef': 'PA605694', 'presence': 'excusé'}, {'acteurRef': 'PA795884', 'presence': 'absent'}, {'acteurRef': 'PA720286', 'presence': 'présent'}, {'acteurRef': 'PA794678', 'presence': 'présent'}, {'acteurRef': 'PA795010', 'presence': 'absent'}, {'acteurRef': 'PA794234', 'presence': 'présent'}, {'acteurRef': 'PA267318', 'presence': 'présent'}, {'acteurRef': 'PA794058', 'presence': 'absent'}, {'acteurRef': 'PA1567', 'presence': 'présent'}, {'acteurRef': 'PA795934', 'presence': 'présent'}, {'acteurRef': 'PA794004', 'presence': 'absent'}, {'acteurRef': 'PA331835', 'presence': 'présent'}, {'acteurRef': 'PA722374', 'presence': 'absent'}, {'acteurRef': 'PA720074', 'presence': 'excusé'}, {'acteurRef': 'PA720038', 'presence': 'absent'}, {'acteurRef': 'PA346782', 'presence': 'présent'}, {'acteurRef': 'PA795438', 'presence': 'absent'}, {'acteurRef': 'PA719186', 'presence': 'présent'}, {'acteurRef': 'PA795912', 'presence': 'présent'}, {'acteurRef': 'PA719404', 'presence': 'excusé'}, {'acteurRef': 'PA719756', 'presence': 'présent'}, {'acteurRef': 'PA793608', 'presence': 'absent'}, {'acteurRef': 'PA794530', 'presence': 'excusé'}, {'acteurRef': 'PA719154', 'presence': 'présent'}, {'acteurRef': 'PA794066', 'presence': 'présent'}, {'acteurRef': 'PA793354', 'presence': 'excusé'}, {'acteurRef': 'PA719072', 'presence': 'présent'}, {'acteurRef': 'PA793174', 'presence': 'présent'}, {'acteurRef': 'PA793696', 'presence': 'présent'}, {'acteurRef': 'PA794038', 'presence': 'absent'}, {'acteurRef': 'PA610654', 'presence': 'excusé'}, {'acteurRef': 'PA795050', 'presence': 'présent'}, {'acteurRef': 'PA720480', 'presence': 'présent'}, {'acteurRef': 'PA721234', 'presence': 'présent'}, {'acteurRef': 'PA721710', 'presence': 'présent'}, {'acteurRef': 'PA793708', 'presence': 'excusé'}, {'acteurRef': 'PA720422', 'presence': 'absent'}, {'acteurRef': 'PA721062', 'presence': 'présent'}, {'acteurRef': 'PA720066', 'presence': 'présent'}, {'acteurRef': 'PA795076', 'presence': 'présent'}, {'acteurRef': 'PA793270', 'presence': 'présent'}, {'acteurRef': 'PA722142', 'presence': 'absent'}, {'acteurRef': 'PA793416', 'presence': 'présent'}, {'acteurRef': 'PA720960', 'presence': 'excusé'}, {'acteurRef': 'PA795920', 'presence': 'présent'}, {'acteurRef': 'PA722162', 'presence': 'absent'}, {'acteurRef': 'PA643134', 'presence': 'présent'}, {'acteurRef': 'PA795350', 'presence': 'présent'}, {'acteurRef': 'PA722102', 'presence': 'présent'}, {'acteurRef': 'PA331582', 'presence': 'présent'}, {'acteurRef': 'PA794914', 'presence': 'absent'}, {'acteurRef': 'PA721474', 'presence': 'absent'}]",CRCANR5L16S2022PO420120N011
RUANR5L16S2023IDC449053,,,,PO823608,,
RUANR5L16S2023IDS26860,,,,PO791932,,CRSANR5L16S2023O1N170
RUANR5L16S2023IDC445835,,,,PO420375,"[{'acteurRef': 'PA795588', 'presence': 'absent'}, {'acteurRef': 'PA719558', 'presence': 'absent'}, {'acteurRef': 'PA720430', 'presence': 'présent'}, {'acteurRef': 'PA795616', 'presence': 'absent'}, {'acteurRef': 'PA719024', 'presence': 'présent'}, {'acteurRef': 'PA721908', 'presence': 'présent'}, {'acteurRef': 'PA795836', 'presence': 'présent'}, {'acteurRef': 'PA795762', 'presence': 'absent'}, {'acteurRef': 'PA793940', 'presence': 'excusé'}, {'acteurRef': 'PA794198', 'presence': 'excusé'}, {'acteurRef': 'PA720932', 'presence': 'absent'}, {'acteurRef': 'PA793452', 'presence': 'absent'}, {'acteurRef': 'PA794510', 'presence': 'présent'}, {'acteurRef': 'PA720154', 'presence': 'excusé'}, {'acteurRef': 'PA794658', 'presence': 'absent'}, {'acteurRef': 'PA795884', 'presence': 'présent'}, {'acteurRef': 'PA608416', 'presence': 'excusé'}, {'acteurRef': 'PA719778', 'presence': 'présent'}, {'acteurRef': 'PA719798', 'presence': 'absent'}, {'acteurRef': 'PA718978', 'presence': 'absent'}, {'acteurRef': 'PA608016', 'presence': 'présent'}, {'acteurRef': 'PA719080', 'presence': 'présent'}, {'acteurRef': 'PA793616', 'presence': 'absent'}, {'acteurRef': 'PA795786', 'presence': 'absent'}, {'acteurRef': 'PA266788', 'presence': 'excusé'}, {'acteurRef': 'PA720644', 'presence': 'absent'}, {'acteurRef': 'PA794314', 'presence': 'excusé'}, {'acteurRef': 'PA795406', 'presence': 'absent'}, {'acteurRef': 'PA720414', 'presence': 'absent'}, {'acteurRef': 'PA721270', 'presence': 'présent'}, {'acteurRef': 'PA796062', 'presence': 'présent'}, {'acteurRef': 'PA793230', 'presence': 'absent'}, {'acteurRef': 'PA795808', 'presence': 'excusé'}, {'acteurRef': 'PA720014', 'presence': 'absent'}, {'acteurRef': 'PA608695', 'presence': 'présent'}, {'acteurRef': 'PA722102', 'presence': 'présent'}, {'acteurRef': 'PA795026', 'presence': 'présent'}]",CRCANR5L16S2023PO420375N001
RUANR5L16S2023IDC446877,,,,PO420120,,
RUANR5L16S2023IDS26678,,,,PO791932,,CRSANR5L16S2023O1N109
RUANR5L15A2022IDF0162180,M. Olivier Faure,PA609332,,,,
RUANR5L16S2023IDC446537,,,,PO810330,,
RUANR5L15A2022IDF0161824,M. Karl Olive,PA795722,,,,
RUANR5L16S2023IDC448359,,,,PO821119,,
RUANR5L16S2023IDC447319,,,,PO805632,,
RUSNR5L16S2022IDS26338,,,,PO78718,,CRSSNR5S2022IDS20220802
RUANR5L16S2023IDC446859,,,,PO810274,,
