scrutin,Gauche démocrate et républicaine - NUPES,La France insoumise - Nouvelle Union Populaire écologique et sociale,Socialistes et apparentés (membre de l’intergroupe NUPES),Écologiste - NUPES,alignement,objet,type,date,motion_censure
VTANR5L16V1278,,contre,contre,contre,False,l'article 8 du projet de loi relatif aux jeux Olympiques et Paralympiques de 2024 et portant diverses autres dispositions (première lecture).,scrutin public ordinaire,2023-03-23,False
VTANR5L16V1297,,contre,abstention,contre,False,l'article 3 de la proposition de loi visant à faciliter le passage et l’obtention de l’examen du permis de conduire (première lecture).,scrutin public ordinaire,2023-03-27,False
VTANR5L16V1298,pour,abstention,pour,abstention,False,l'ensemble de la proposition de loi visant à faciliter le passage et l’obtention de l’examen du permis de conduire (première lecture).,scrutin public ordinaire,2023-03-27,False
VTANR5L16V1299,pour,pour,pour,pour,True,l'amendement n° 5 de Mme Rouaux à l'article premier de la proposition de loi visant à lutter contre le dumping social sur le transmanche (première lecture).,scrutin public ordinaire,2023-03-27,False
VTANR5L16V1302,pour,pour,pour,pour,True,l'amendement n° 21 de Mme Rouaux et les amendements identiques suivants à l'article premier de la proposition de loi visant à lutter contre le dumping social sur le transmanche (première lecture).,scrutin public ordinaire,2023-03-27,False
VTANR5L16V1301,,,,contre,False,l'amendement n° 1 de M. Berteloot à l'article premier de la proposition de loi visant à lutter contre le dumping social sur le transmanche (première lecture).,scrutin public ordinaire,2023-03-27,False
VTANR5L16V1303,pour,pour,pour,pour,True,l'amendement n° 14 de Mme Rouaux à l'article premier de la proposition de loi visant à lutter contre le dumping social sur le transmanche (première lecture).,scrutin public ordinaire,2023-03-27,False
VTANR5L16V1304,,,abstention,abstention,False,l'amendement n° 19 de M. Berteloot à l'article premier de la proposition de loi visant à lutter contre le dumping social sur le transmanche (première lecture).,scrutin public ordinaire,2023-03-27,False
VTANR5L16V1296,,pour,pour,pour,False,l'article 2 de la proposition de loi visant à faciliter le passage et l’obtention de l’examen du permis de conduire (première lecture).,scrutin public ordinaire,2023-03-27,False
VTANR5L16V1300,pour,pour,pour,pour,True,l'amendement n° 35 de Mme Rouaux à l'article premier de la proposition de loi visant à lutter contre le dumping social sur le transmanche (première lecture).,scrutin public ordinaire,2023-03-27,False
VTANR5L16V1295,,pour,pour,pour,False,l'article premier de la proposition de loi visant à faciliter le passage et l’obtention de l’examen du permis de conduire (première lecture).,scrutin public ordinaire,2023-03-27,False
VTANR5L16V1308,pour,abstention,pour,pour,False,l'article premier de la proposition de loi visant à lutter contre le dumping social sur le transmanche (première lecture).,scrutin public ordinaire,2023-03-28,False
VTANR5L16V1314,pour,abstention,pour,pour,False,l'ensemble de la proposition de loi visant à lutter contre le dumping social sur le transmanche (première lecture).,scrutin public ordinaire,2023-03-28,False
VTANR5L16V1313,pour,abstention,pour,pour,False,l'article 2 de la proposition de loi visant à lutter contre le dumping social sur le transmanche (première lecture).,scrutin public ordinaire,2023-03-28,False
VTANR5L16V1312,pour,pour,pour,pour,True,l'amendement n° 26 de M. Jumel et les amendements identiques suivants après l'article premier de la proposition de loi visant à lutter contre le dumping social sur le transmanche (première lecture).,scrutin public ordinaire,2023-03-28,False
VTANR5L16V1311,pour,pour,pour,pour,True,l'amendement n° 12 de Mme Rouaux après l'article premier de la proposition de loi visant à lutter contre le dumping social sur le transmanche (première lecture).,scrutin public ordinaire,2023-03-28,False
VTANR5L16V1305,abstention,contre,abstention,contre,False,l'ensemble du projet de loi relatif aux jeux Olympiques et Paralympiques de 2024 et portant diverses autres dispositions (première lecture).,scrutin public solennel,2023-03-28,False
VTANR5L16V1309,,pour,pour,pour,False,l'amendement n° 59 de M. Guiraud après l'article premier de la proposition de loi visant à lutter contre le dumping social sur le transmanche (première lecture).,scrutin public ordinaire,2023-03-28,False
VTANR5L16V1315,pour,abstention,pour,pour,False,l'ensemble de la proposition de loi visant à améliorer l'encadrement des centres de santé (deuxième lecture).,scrutin public ordinaire,2023-03-28,False
VTANR5L16V1310,,,,pour,False,l'amendement n° 20 de M. Berteloot après l'article premier de la proposition de loi visant à lutter contre le dumping social sur le transmanche (première lecture).,scrutin public ordinaire,2023-03-28,False
VTANR5L16V1307,pour,pour,pour,pour,True,l'amendement n° 52 de M. Tavel à l'article premier de la proposition de loi visant à lutter contre le dumping social sur le transmanche (première lecture).,scrutin public ordinaire,2023-03-28,False
VTANR5L16V1306,contre,,pour,pour,False,"la proposition de résolution portant sur la reconnaissance et la condamnation de la grande famine de 1932-1933, connue sous le nom d'« Holodomor », comme génocide (article 34-1 de la Constitution).",scrutin public ordinaire,2023-03-28,False
VTANR5L16V1332,contre,abstention,abstention,abstention,False,l'article 2 ter de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,False
VTANR5L16V1340,,pour,pour,pour,False,l'article 8 de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,False
VTANR5L16V1339,,pour,pour,contre,False,l'article 7 de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,False
VTANR5L16V1338,contre,contre,contre,contre,True,l'article 6 de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,False
VTANR5L16V1337,pour,pour,pour,pour,True,l'amendement n° 7 de M. Echaniz et l'amendement identique suivant à l'article 6 de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,False
VTANR5L16V1336,contre,contre,contre,contre,True,l'article 5 de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,False
VTANR5L16V1335,pour,pour,pour,pour,True,l'amendement de suppression n° 3 de M. Echaniz et les amendements identiques suivants à l'article 5 de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,False
VTANR5L16V1334,contre,contre,contre,contre,True,l'article 4 de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,False
VTANR5L16V1333,pour,pour,pour,pour,True,l'amendement de suppression n° 17 de M. Echaniz et les amendements identiques suivants à l'article 4 de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,False
VTANR5L16V1331,contre,contre,contre,contre,True,l'article 2 bis de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,False
VTANR5L16V1330,contre,contre,contre,contre,True,l'article 2 de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,False
VTANR5L16V1328,contre,contre,contre,contre,True,l'article 1er B de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,False
VTANR5L16V1329,contre,contre,,contre,False,l'article 1er bis A de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,False
VTANR5L16V1326,contre,contre,contre,contre,True,l'article 1er A de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,False
VTANR5L16V1325,contre,contre,contre,contre,True,l'amendement n° 9 de M. Tivoli à l'article 1er A de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,False
VTANR5L16V1324,contre,contre,contre,contre,True,l'amendement n° 8 de M. Tivoli à l'article 1er A de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,False
VTANR5L16V1323,contre,contre,contre,contre,True,l'amendement n° 103 de Mme Lechanteux à l'article 1er A de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,False
VTANR5L16V1322,contre,contre,contre,contre,True,l'amendement n° 102 de Mme Lechanteux à l'article 1er A de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,False
VTANR5L16V1321,contre,contre,contre,contre,True,l'amendement n° 101 de Mme Lechanteux à l'article 1er A de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,False
VTANR5L16V1320,contre,contre,,contre,False,l'amendement n° 105 de Mme Lechanteux à l'article 1er A de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,False
VTANR5L16V1319,pour,pour,pour,pour,True,l'amendement n° 37 de Mme Simonnet à l'article 1er A de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,False
VTANR5L16V1318,contre,contre,contre,contre,True,l'amendement n° 146 de Mme Genevard à l'article 1er A de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,False
VTANR5L16V1317,pour,pour,pour,pour,True,l'amendement de suppression n° 1 de M. Echaniz et les amendements identiques suivants à l'article 1er A de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,False
VTANR5L16V1316,pour,pour,pour,pour,True,"la motion de rejet préalable, déposée par M. Boris Vallaud, de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).",scrutin public ordinaire,2023-03-29,False
VTANR5L16V1327,pour,pour,pour,pour,True,l'amendement de suppression n° 2 de M. Echaniz et les amendements identiques suivants à l'article 1er B de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,False
VTANR5L16V1356,,pour,pour,pour,False,l'amendement n° 132 de Mme Spillebout et l'amendement identique suivant à l'article 2 E de la proposition de loi visant à lutter contre les arnaques et les dérives des influenceurs sur les réseaux sociaux (première lecture).,scrutin public ordinaire,2023-03-30,False
VTANR5L16V1354,,pour,pour,pour,False,l'article 2 C de la proposition de loi visant à lutter contre les arnaques et les dérives des influenceurs sur les réseaux sociaux (première lecture).,scrutin public ordinaire,2023-03-30,False
VTANR5L16V1355,,abstention,pour,,False,l'amendement n° 108 de Mme Spillebout à l'article 2 D de la proposition de loi visant à lutter contre les arnaques et les dérives des influenceurs sur les réseaux sociaux (première lecture).,scrutin public ordinaire,2023-03-30,False
VTANR5L16V1357,,pour,pour,abstention,False,l'amendement n° 111 de Mme Spillebout à l'article 2 bis de la proposition de loi visant à lutter contre les arnaques et les dérives des influenceurs sur les réseaux sociaux (première lecture).,scrutin public ordinaire,2023-03-30,False
VTANR5L16V1349,,pour,pour,,False,l'amendement n° 95 de Mme Abomangoli à l'article 2 B de la proposition de loi visant à lutter contre les arnaques et les dérives des influenceurs sur les réseaux sociaux (première lecture).,scrutin public ordinaire,2023-03-30,False
VTANR5L16V1359,,contre,contre,,False,l'amendement n° 93 de Mme Engrand à l'article 3 bis de la proposition de loi visant à lutter contre les arnaques et les dérives des influenceurs sur les réseaux sociaux (première lecture).,scrutin public ordinaire,2023-03-30,False
VTANR5L16V1360,,pour,pour,,False,l'ensemble de la proposition de loi visant à lutter contre les arnaques et les dérives des influenceurs sur les réseaux sociaux (première lecture).,scrutin public ordinaire,2023-03-30,False
VTANR5L16V1353,,pour,pour,pour,False,l'amendement n° 44 de M. Potier à l'article 2 C de la proposition de loi visant à lutter contre les arnaques et les dérives des influenceurs sur les réseaux sociaux (première lecture).,scrutin public ordinaire,2023-03-30,False
VTANR5L16V1358,,pour,contre,,False,l'amendement n° 89 de Mme Engrand à l'article 2 bis de la proposition de loi visant à lutter contre les arnaques et les dérives des influenceurs sur les réseaux sociaux (première lecture).,scrutin public ordinaire,2023-03-30,False
VTANR5L16V1352,,pour,pour,pour,False,l'amendement n° 40 de M. Potier après l'article 2 B de la proposition de loi visant à lutter contre les arnaques et les dérives des influenceurs sur les réseaux sociaux (première lecture).,scrutin public ordinaire,2023-03-30,False
VTANR5L16V1342,pour,pour,pour,,False,l'amendement n° 96 de M. Olive et l'amendement identique suivant à l'article 2 A de la proposition de loi visant à lutter contre les arnaques et les dérives des influenceurs sur les réseaux sociaux (première lecture).,scrutin public ordinaire,2023-03-30,False
VTANR5L16V1350,,contre,contre,,False,l'amendement n° 87 de Mme Engrand à l'article 2 B de la proposition de loi visant à lutter contre les arnaques et les dérives des influenceurs sur les réseaux sociaux (première lecture).,scrutin public ordinaire,2023-03-30,False
VTANR5L16V1341,pour,pour,pour,,False,l'amendement n° 39 de M. Potier à l'article 1er bis de la proposition de loi visant à lutter contre les arnaques et les dérives des influenceurs sur les réseaux sociaux (première lecture).,scrutin public ordinaire,2023-03-30,False
VTANR5L16V1348,,pour,pour,,False,l'amendement n° 54 de M. Potier et les amendements identiques suivants à l'article 2 B de la proposition de loi visant à lutter contre les arnaques et les dérives des influenceurs sur les réseaux sociaux (première lecture).,scrutin public ordinaire,2023-03-30,False
VTANR5L16V1347,pour,pour,pour,,False,l'amendement n° 47 de Mme Lebon à l'article 2 B de la proposition de loi visant à lutter contre les arnaques et les dérives des influenceurs sur les réseaux sociaux (première lecture).,scrutin public ordinaire,2023-03-30,False
VTANR5L16V1346,abstention,pour,pour,pour,False,l'amendement n° 123 de Mme Belluco à l'article 2 B de la proposition de loi visant à lutter contre les arnaques et les dérives des influenceurs sur les réseaux sociaux (première lecture).,scrutin public ordinaire,2023-03-30,False
VTANR5L16V1345,pour,pour,pour,pour,True,l'amendement n° 176 (rect.) de M. Delaporte à l'article 2 B de la proposition de loi visant à lutter contre les arnaques et les dérives des influenceurs sur les réseaux sociaux (première lecture).,scrutin public ordinaire,2023-03-30,False
VTANR5L16V1344,contre,contre,contre,contre,True,le sous-amendement n° 184 de Mme Engrand à l'amendement n° 176 (rect.) de M. Delaporte à l'article 2 B de la proposition de loi visant à lutter contre les arnaques et les dérives des influenceurs sur les réseaux sociaux (première lecture).,scrutin public ordinaire,2023-03-30,False
VTANR5L16V1343,pour,pour,pour,pour,True,l'article 2 A de la proposition de loi visant à lutter contre les arnaques et les dérives des influenceurs sur les réseaux sociaux (première lecture).,scrutin public ordinaire,2023-03-30,False
VTANR5L16V1351,,pour,pour,,False,l'article 2 B de la proposition de loi visant à lutter contre les arnaques et les dérives des influenceurs sur les réseaux sociaux (première lecture).,scrutin public ordinaire,2023-03-30,False
VTANR5L16V1361,contre,contre,contre,contre,True,l'ensemble de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public solennel,2023-04-04,False
VTANR5L16V1405,,pour,pour,pour,False,l'amendement n° 43 de M. Bayou après l'article premier de la proposition de loi visant à interdire les vols en jets privés (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1404,,pour,pour,pour,False,l'amendement n° 51 de M. Bayou après l'article premier de la proposition de loi visant à interdire les vols en jets privés (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1403,,contre,contre,contre,False,l'amendement de suppression n° 2 de Mme Alexandra Masson et les amendements identiques suivants à l'article premier de la proposition de loi visant à interdire les vols en jets privés (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1402,pour,pour,pour,pour,True,l'ensemble de la proposition de loi visant à mieux indemniser les dégâts sur les biens immobiliers causés par le retrait-gonflement de l'argile (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1401,contre,pour,contre,contre,False,l'amendement n° 23 de M. Mathieu à l'article 2 bis de la proposition de loi visant à mieux indemniser les dégâts sur les biens immobiliers causés par le retrait-gonflement de l'argile (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1400,pour,pour,pour,pour,True,l'article 2 de la proposition de loi visant à mieux indemniser les dégâts sur les biens immobiliers causés par le retrait-gonflement de l'argile (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1406,,pour,pour,pour,False,l'amendement n° 45 de M. Leseul après l'article premier de la proposition de loi visant à interdire les vols en jets privés (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1385,pour,pour,pour,pour,True,l'amendement n° 4 de M. Potier après l'article 3 de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1399,pour,pour,pour,pour,True,l'amendement n° 63 de Mme Rousseau à l'article 2 de la proposition de loi visant à mieux indemniser les dégâts sur les biens immobiliers causés par le retrait-gonflement de l'argile (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1390,pour,pour,pour,pour,True,l'amendement n° 60 de Mme Rousseau à l'article premier de la proposition de loi visant à mieux indemniser les dégâts sur les biens immobiliers causés par le retrait-gonflement de l'argile (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1397,,pour,pour,pour,False,l'amendement n° 61 de Mme Rousseau à l'article 2 de la proposition de loi visant à mieux indemniser les dégâts sur les biens immobiliers causés par le retrait-gonflement de l'argile (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1396,contre,contre,contre,contre,True,l'amendement n° 79 du Gouvernement à l'article 2 de la proposition de loi visant à mieux indemniser les dégâts sur les biens immobiliers causés par le retrait-gonflement de l'argile (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1395,abstention,pour,pour,pour,False,l'amendement n° 38 de M. Breton après l'article premier de la proposition de loi visant à mieux indemniser les dégâts sur les biens immobiliers causés par le retrait-gonflement de l'argile (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1394,pour,pour,pour,pour,True,l'amendement n° 70 de M. Philippe Brun après l'article premier de la proposition de loi visant à mieux indemniser les dégâts sur les biens immobiliers causés par le retrait-gonflement de l'argile (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1393,pour,pour,pour,pour,True,l'amendement n° 68 de M. Philippe Brun après l'article premier de la proposition de loi visant à mieux indemniser les dégâts sur les biens immobiliers causés par le retrait-gonflement de l'argile (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1392,contre,,,abstention,False,l'amendement n° 49 de M. Berteloot après l'article premier de la proposition de loi visant à mieux indemniser les dégâts sur les biens immobiliers causés par le retrait-gonflement de l'argile (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1391,pour,pour,pour,pour,True,l'article premier de la proposition de loi visant à mieux indemniser les dégâts sur les biens immobiliers causés par le retrait-gonflement de l'argile (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1386,pour,pour,pour,pour,True,l'amendement n° 43 de Mme Lebon après l'article 3 de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1387,pour,pour,pour,pour,True,l'ensemble de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1407,,pour,pour,pour,False,l'amendement n° 44 de M. Bayou après l'article premier de la proposition de loi visant à interdire les vols en jets privés (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1398,pour,pour,pour,pour,True,l'amendement n° 62 de Mme Rousseau à l'article 2 de la proposition de loi visant à mieux indemniser les dégâts sur les biens immobiliers causés par le retrait-gonflement de l'argile (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1384,contre,contre,contre,contre,True,l'amendement n° 24 de Mme Parmentier après l'article 3 de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1363,contre,contre,contre,contre,True,le sous-amendement n° 103 de M. de Fournas à l'amendement n° 94 du Gouvernement à l'article premier de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1373,pour,pour,pour,pour,True,l'amendement n° 90 de Mme Regol à l'article 2 de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1362,contre,contre,contre,contre,True,l'amendement n° 16 de Mme Galzy à l'article premier de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1389,pour,pour,pour,pour,True,l'amendement n° 58 de Mme Rousseau à l'article premier de la proposition de loi visant à mieux indemniser les dégâts sur les biens immobiliers causés par le retrait-gonflement de l'argile (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1364,contre,,contre,contre,False,le sous-amendement n° 104 de M. de Fournas à l'amendement n° 94 du Gouvernement à l'article premier de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1365,contre,contre,contre,contre,True,le sous-amendement n° 102 de M. de Fournas à l'amendement n° 94 du Gouvernement à l'article premier de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1366,contre,contre,contre,contre,True,l'amendement n° 94 du Gouvernement à l'article premier de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1367,pour,pour,pour,pour,True,l'amendement n° 10 de M. Jumel après l'article premier de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1368,pour,pour,pour,pour,True,l'amendement n° 49 de M. Fernandes après l'article premier de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1369,contre,,contre,contre,False,l'amendement n° 23 de Mme Parmentier après l'article premier de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1370,pour,pour,pour,pour,True,l'amendement n° 47 de Mme Le Feur à l'article 2 de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1371,contre,,contre,contre,False,le sous-amendement n° 98 de M. de Fournas à l'amendement n° 62 de Mme Pasquini à l'article 2 de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1372,pour,pour,pour,pour,True,l'amendement n° 62 de Mme Pasquini à l'article 2 de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1388,contre,contre,contre,contre,True,l'amendement de suppression n° 74 de Mme Marsaud à l'article premier de la proposition de loi visant à mieux indemniser les dégâts sur les biens immobiliers causés par le retrait-gonflement de l'argile (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1375,contre,,contre,contre,False,l'amendement n° 18 de Mme Galzy après l'article 2 de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1376,contre,contre,contre,contre,True,le sous-amendement n° 107 de M. Meizonnet à l'amendement n° 6 de Mme Jourdan et les amendements identiques suivants à l'article 3 de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1377,pour,pour,pour,pour,True,l'amendement n° 6 de Mme Jourdan et les amendements identiques suivants à l'article 3 de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1378,pour,pour,pour,pour,True,l'amendement n° 91 de Mme Regol à l'article 3 de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1379,pour,pour,pour,pour,True,l'amendement n° 56 de M. Prud'homme après l'article 3 de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1380,pour,pour,pour,pour,True,l'amendement n° 8 de Mme Jourdan après l'article 3 de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1381,pour,pour,pour,pour,True,l'amendement n° 55 de M. Prud'homme après l'article 3 de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1382,contre,contre,contre,contre,True,l'amendement n° 60 de Mme Galzy après l'article 3 de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1383,pour,pour,pour,pour,True,l'amendement n° 9 de M. Jumel après l'article 3 de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1374,pour,pour,pour,pour,True,l'amendement n° 67 de M. Chassaigne après l'article 2 de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,False
VTANR5L16V1411,pour,pour,pour,pour,True,"la motion de rejet préalable, déposée par M. André Chassaigne, de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).",scrutin public ordinaire,2023-04-11,False
VTANR5L16V1408,contre,pour,contre,pour,False,"la motion de rejet préalable, déposée par Mme Mathilde Panot, du projet de loi relatif aux jeux Olympiques et Paralympiques de 2024 et portant diverses autres dispositions (texte de la commission mixte paritaire).",scrutin public ordinaire,2023-04-11,False
VTANR5L16V1409,abstention,contre,abstention,contre,False,l'ensemble du projet de loi relatif aux jeux Olympiques et Paralympiques de 2024 et portant diverses autres dispositions (texte de la commission mixte paritaire).,scrutin public ordinaire,2023-04-11,False
VTANR5L16V1410,pour,abstention,abstention,abstention,False,l’ensemble de la proposition de loi portant fusion des filières à responsabilité élargie des producteurs d’emballages ménagers et des producteurs de papier (texte de la commission mixte paritaire).,scrutin public ordinaire,2023-04-11,False
VTANR5L16V1416,abstention,,contre,contre,False,l'amendement n° 866 de Mme Dogor-Such à l'article premier de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-12,False
VTANR5L16V1421,abstention,abstention,pour,pour,False,l'amendement n° 18 de M. Panifous et les amendements identiques suivants après l'article premier de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-12,False
VTANR5L16V1423,contre,contre,pour,,False,l'amendement n° 1277 (2ème rect.) de M. Sertin après l'article premier de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-12,False
VTANR5L16V1422,pour,pour,pour,,False,l'amendement n° 16 de M. Serva et l'amendement identique suivant après l'article premier de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-12,False
