scrutin,Gauche démocrate et républicaine - NUPES,La France insoumise - Nouvelle Union Populaire écologique et sociale,Socialistes et apparentés (membre de l’intergroupe NUPES),Écologiste - NUPES,alignement,objet,type,date,motion_censure
VTANR5L16V1013,pour,abstention,pour,pour,False,l'amendement n° 18838 du Gouvernement et l'amendement identique suivant après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,False
VTANR5L16V1016,pour,pour,pour,pour,True,l'amendement n° 19574 de M. Castellani après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,False
VTANR5L16V1007,,contre,,abstention,False,l'amendement n° 1018 de M. de Courson après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,False
VTANR5L16V1003,pour,pour,pour,pour,True,l'amendement n° 20118 de M. Clouet après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,False
VTANR5L16V1010,pour,pour,pour,pour,True,l'amendement n° 3451 de Mme Maximi et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,False
VTANR5L16V1005,pour,pour,pour,pour,True,l'amendement n° 4596 de Mme Etienne et l'amendement identique suivant après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,False
VTANR5L16V1008,pour,pour,pour,pour,True,l'amendement n° 3606 de Mme Amiot et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,False
VTANR5L16V1001,pour,pour,pour,pour,True,l'amendement n° 3132 de Mme Maximi et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,False
VTANR5L16V1006,pour,pour,pour,pour,True,l'amendement n° 3118 de Mme Maximi et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,False
VTANR5L16V1014,pour,pour,pour,pour,True,l'amendement n° 2392 de M. Tavel et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,False
VTANR5L16V1002,pour,pour,pour,pour,True,l'amendement n° 3125 de Mme Maximi après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,False
VTANR5L16V1011,pour,pour,pour,pour,True,l'amendement n° 3452 de Mme Maximi et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,False
VTANR5L16V1004,pour,pour,pour,pour,True,l'amendement n° 4592 de Mme Etienne et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,False
VTANR5L16V999,pour,pour,pour,pour,True,l'amendement n° 3114 de Mme Maximi et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,False
VTANR5L16V998,pour,pour,pour,pour,True,l'amendement n° 4695 de Mme Etienne après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,False
VTANR5L16V1048,pour,pour,pour,pour,True,l'amendement n° 3193 de Mme Manon Meunier et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,False
VTANR5L16V1032,pour,pour,pour,pour,True,l'amendement n° 3252 de M. Ruffin et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,False
VTANR5L16V1096,pour,pour,pour,pour,True,l'amendement n° 2809 de M. Bernalicis et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,False
VTANR5L16V1095,pour,pour,pour,pour,True,l'amendement n° 2808 de M. Bernalicis et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,False
VTANR5L16V1094,pour,pour,abstention,pour,False,l'amendement n° 329 de M. Breton après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,False
VTANR5L16V1093,pour,pour,abstention,abstention,False,l'amendement n° 1537 de M. Cordier et l'amendement identique suivant après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,False
VTANR5L16V1092,abstention,,,contre,False,l'amendement n° 16608 de M. Jean-Philippe Tanguy après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,False
VTANR5L16V1091,pour,pour,pour,pour,True,l'amendement n° 3479 de M. Ruffin et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,False
VTANR5L16V1090,pour,pour,pour,pour,True,l'amendement n° 3294 de M. Ruffin et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,False
VTANR5L16V1089,pour,pour,pour,pour,True,l'amendement n° 3480 de M. Ruffin et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,False
VTANR5L16V1041,pour,pour,pour,pour,True,l'amendement n° 3300 de M. Ruffin et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,False
VTANR5L16V1088,pour,pour,pour,pour,True,l'amendement n° 3293 de M. Ruffin et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,False
VTANR5L16V1087,pour,pour,pour,pour,True,l'amendement n° 3481 de M. Ruffin et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,False
VTANR5L16V1086,pour,pour,pour,pour,True,l'amendement n° 1646 de M. Tavel et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,False
VTANR5L16V1085,pour,pour,pour,pour,True,l'amendement n° 3482 de M. Ruffin et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,False
VTANR5L16V1084,pour,pour,pour,pour,True,l'amendement n° 3291 de M. Ruffin et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,False
VTANR5L16V1040,pour,pour,pour,pour,True,l'amendement n° 3189 de Mme Manon Meunier et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,False
VTANR5L16V1083,pour,pour,pour,pour,True,l'amendement n° 3483 de M. Ruffin et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,False
VTANR5L16V1031,pour,pour,pour,pour,True,l'amendement n° 3183 de Mme Manon Meunier et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,False
VTANR5L16V1029,pour,pour,pour,pour,True,l'amendement n° 3249 de M. Ruffin et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,False
VTANR5L16V1036,pour,pour,pour,pour,True,l'amendement n° 3296 de M. Ruffin et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,False
VTANR5L16V1035,pour,pour,pour,pour,True,l'amendement n° 3187 de Mme Manon Meunier et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,False
VTANR5L16V1023,pour,pour,pour,pour,True,l'amendement n° 3295 de M. Ruffin et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,False
VTANR5L16V1047,pour,pour,pour,pour,True,l'amendement n° 3303 de M. Ruffin et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,False
VTANR5L16V1022,pour,pour,pour,pour,True,l'amendement n° 3178 de Mme Manon Meunier et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,False
VTANR5L16V1021,,pour,pour,pour,False,l'amendement n° 1658 de M. Tavel et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,False
VTANR5L16V1020,,abstention,,abstention,False,l'amendement n° 16663 de M. Jean-Philippe Tanguy après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,False
VTANR5L16V1030,pour,pour,pour,pour,True,l'amendement n° 3182 de Mme Manon Meunier et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,False
